Date,Open,High,Low,Close,Adj Close,Volume
2021-02-25,1625.393921,1670.224121,1465.058960,1475.703735,1475.703735,24481681873
2021-02-26,1478.653320,1559.028931,1407.979248,1446.033691,1446.033691,31435997881
2021-02-27,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233
2021-02-28,1459.860474,1468.391479,1300.472168,1416.048950,1416.048950,27637026080
2021-03-01,1417.151123,1567.694580,1416.416138,1564.707642,1564.707642,24032838645
2021-03-02,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722
2021-03-03,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680
2021-03-04,1574.623779,1622.953857,1511.103394,1541.914307,1541.914307,22906118718
2021-03-05,1541.541748,1547.878174,1450.891357,1533.275024,1533.275024,21067146937
2021-03-06,1532.372803,1669.106567,1519.141113,1654.741577,1654.741577,22746262366
2021-03-07,1655.392456,1730.924194,1636.564453,1723.153809,1723.153809,23809935410
2021-03-08,1724.229248,1835.192139,1670.942017,1834.727905,1834.727905,27630991158
2021-03-09,1835.148071,1868.048828,1804.266357,1868.048828,1868.048828,23461244507
2021-03-10,1868.489014,1873.803223,1766.490479,1799.166260,1799.166260,25154173185
2021-03-11,1798.033936,1843.818848,1734.617065,1826.194946,1826.194946,24013132909
2021-03-12,1826.546753,1839.497314,1728.980957,1772.102417,1772.102417,22435821312
2021-03-13,1772.166382,1937.645508,1733.639893,1924.685425,1924.685425,25014689475
2021-03-14,1923.863770,1930.779785,1845.119995,1854.564331,1854.564331,19344589211
2021-03-15,1854.086670,1889.196655,1749.606323,1791.702271,1791.702271,26244738810
2021-03-16,1792.413818,1817.060181,1720.053223,1806.971802,1806.971802,23828509590
2021-03-17,1807.056152,1839.818970,1749.179932,1823.449341,1823.449341,24512917348
2021-03-18,1823.158447,1848.646118,1705.716064,1782.855103,1782.855103,23263845504
2021-03-19,1782.568726,1841.196045,1746.473389,1817.624146,1817.624146,21249297710
2021-03-20,1817.522705,1874.708984,1811.728638,1812.634644,1812.634644,22677674970
2021-03-21,1812.606567,1823.353027,1764.139282,1788.217041,1788.217041,22977404620
2021-03-22,1788.362183,1811.968262,1674.299805,1691.333984,1691.333984,23599296129
2021-03-23,1690.871826,1725.108765,1662.539917,1678.650146,1678.650146,21998237965
2021-03-24,1678.002563,1740.428223,1570.787964,1593.413452,1593.413452,31228051473
2021-03-25,1593.123291,1625.911499,1560.370483,1595.359253,1595.359253,29650328701
2021-03-26,1595.210083,1702.922852,1594.736694,1702.842041,1702.842041,22548516548
2021-03-27,1703.036133,1732.824341,1674.319336,1716.494629,1716.494629,18102277710
2021-03-28,1716.405640,1728.584106,1672.660400,1691.355957,1691.355957,16599472938
2021-03-29,1691.263184,1837.187988,1683.716553,1819.684937,1819.684937,22796570548
2021-03-30,1819.466309,1860.974731,1793.922363,1846.033691,1846.033691,22512781703
2021-03-31,1846.098267,1947.837769,1793.002197,1918.362061,1918.362061,30226902621
2021-04-01,1919.157227,1989.055054,1912.178467,1977.276855,1977.276855,30914259795
2021-04-02,1976.932739,2152.451904,1960.678711,2143.225586,2143.225586,34862511022
2021-04-03,2142.895996,2144.962402,2028.422485,2028.422485,2028.422485,32011518871
2021-04-04,2027.671265,2110.353516,2007.111816,2093.122803,2093.122803,26006501902
2021-04-05,2093.260742,2140.985352,2032.387695,2107.887207,2107.887207,28889391170
2021-04-06,2109.493164,2151.223389,2057.609131,2118.378906,2118.378906,29222865881
2021-04-07,2117.728516,2133.187500,1945.442139,1971.077271,1971.077271,36116271935
2021-04-08,1969.133179,2091.516357,1959.079468,2088.573730,2088.573730,25312956529
2021-04-09,2088.772217,2102.873779,2055.163330,2072.108887,2072.108887,19812472092
2021-04-10,2071.111572,2196.996338,2062.787598,2135.942139,2135.942139,24986243611
2021-04-11,2136.156982,2165.191406,2119.865723,2157.656982,2157.656982,19692836132
2021-04-12,2157.361816,2199.718750,2110.368896,2139.353271,2139.353271,21727936609
2021-04-13,2139.364258,2318.423340,2138.559570,2299.187744,2299.187744,29456642939
2021-04-14,2299.347900,2449.687500,2284.563721,2435.104980,2435.104980,35592822986
2021-04-15,2436.034668,2544.267334,2409.924072,2519.116211,2519.116211,32325606817
2021-04-16,2516.601807,2547.555664,2318.675049,2431.946533,2431.946533,36196928256
2021-04-17,2429.980957,2497.385254,2333.682861,2344.895020,2344.895020,32349808978
2021-04-18,2346.452393,2365.460449,2011.766846,2237.136963,2237.136963,50696368718
2021-04-19,2238.032715,2276.776855,2086.688721,2166.188721,2166.188721,34060654971
2021-04-20,2161.939453,2345.834961,2060.143799,2330.210938,2330.210938,39433483315
2021-04-21,2331.160156,2467.200684,2238.366943,2364.751709,2364.751709,38899067643
2021-04-22,2357.871094,2641.094971,2315.960205,2403.535156,2403.535156,53575904724
2021-04-23,2401.256348,2439.537109,2117.039551,2363.586182,2363.586182,55413933925
2021-04-24,2367.199219,2367.740967,2163.693115,2211.625732,2211.625732,31854226936
2021-04-25,2214.413818,2354.086670,2172.515137,2316.059570,2316.059570,31814355546
2021-04-26,2319.478027,2536.337402,2308.315186,2534.481689,2534.481689,35208325408
2021-04-27,2534.031250,2676.392822,2485.375000,2662.865234,2662.865234,32275969215
2021-04-28,2664.685547,2757.477295,2564.081543,2746.380127,2746.380127,34269031076
2021-04-29,2748.649658,2797.972412,2672.106689,2756.876953,2756.876953,32578127990
2021-04-30,2757.734131,2796.054932,2728.169922,2773.207031,2773.207031,29777179889
2021-05-01,2772.838379,2951.440918,2755.908447,2945.892822,2945.892822,28726205272
2021-05-02,2945.560059,2984.891846,2860.526123,2952.056152,2952.056152,28032013047
2021-05-03,2951.175781,3450.037842,2951.175781,3431.086182,3431.086182,49174290212
2021-05-04,3431.131592,3523.585938,3180.742676,3253.629395,3253.629395,62402045158
2021-05-05,3240.554688,3541.462646,3213.101563,3522.783203,3522.783203,48334198383
2021-05-06,3524.930908,3598.895996,3386.239990,3490.880371,3490.880371,44300394788
2021-05-07,3490.105225,3573.290039,3370.261963,3484.729004,3484.729004,39607240515
2021-05-08,3481.988037,3950.165039,3453.768555,3902.647705,3902.647705,50208491286
2021-05-09,3911.463135,3981.259033,3743.989014,3928.844727,3928.844727,50568290278
2021-05-10,3924.413330,4197.473145,3684.451660,3952.293945,3952.293945,62691789007
2021-05-11,3948.271973,4178.208984,3783.889404,4168.701172,4168.701172,52679737865
2021-05-12,4174.635742,4362.350586,3785.848633,3785.848633,3785.848633,69023382175
2021-05-13,3828.918457,4032.563477,3549.407227,3715.148438,3715.148438,78398214539
2021-05-14,3720.122314,4171.017090,3703.399902,4079.057373,4079.057373,48174271215
2021-05-15,4075.951660,4129.185547,3638.122070,3638.122070,3638.122070,42422321751
2021-05-16,3641.830811,3878.895996,3350.951660,3587.506104,3587.506104,47359478734
2021-05-17,3581.343018,3587.765625,3129.008789,3282.397705,3282.397705,54061732774
2021-05-18,3276.872314,3562.465088,3246.404053,3380.070068,3380.070068,40416525218
2021-05-19,3382.657227,3437.935791,1952.460205,2460.679199,2460.679199,84482912776
2021-05-20,2439.638672,2993.145264,2170.229004,2784.294189,2784.294189,67610826680
2021-05-21,2772.341309,2938.205078,2113.347168,2430.621338,2430.621338,53774070802
2021-05-22,2436.014648,2483.983154,2168.124268,2295.705566,2295.705566,42089937660
2021-05-23,2298.367188,2384.411621,1737.468750,2109.579834,2109.579834,56005721977
2021-05-24,2099.936035,2672.595703,2090.639648,2643.591064,2643.591064,53697121740
2021-05-25,2649.033203,2750.534912,2394.355469,2706.628906,2706.628906,49558333256
2021-05-26,2707.052734,2911.735596,2652.094482,2888.698730,2888.698730,42499766020
2021-05-27,2888.752441,2888.752441,2642.607910,2736.488525,2736.488525,33373635283
2021-05-28,2742.468994,2761.363281,2336.361328,2419.906250,2419.906250,39999114805
2021-05-29,2414.067139,2566.938477,2208.490967,2279.514160,2279.514160,33773720220
2021-05-30,2278.288818,2472.187744,2188.834473,2390.305420,2390.305420,25876619428
2021-05-31,2387.198486,2715.854980,2279.505127,2714.945313,2714.945313,31007383150
2021-06-01,2707.560547,2739.737549,2531.160645,2633.518311,2633.518311,27363223090
2021-06-02,2634.456055,2801.392334,2555.401367,2706.125000,2706.125000,27723267359
2021-06-03,2708.376221,2891.254883,2667.684326,2855.126465,2855.126465,30038207402
2021-06-04,2857.165527,2857.165527,2562.637451,2688.195068,2688.195068,34173841611
2021-06-05,2691.619385,2817.484863,2558.233643,2630.576904,2630.576904,30496672724
2021-06-06,2629.748779,2743.441162,2616.162354,2715.092773,2715.092773,25311639414
2021-06-07,2713.047363,2845.185059,2583.995117,2590.263184,2590.263184,30600111277
2021-06-08,2594.602295,2620.846191,2315.546631,2517.438721,2517.438721,41909736778
2021-06-09,2510.199219,2625.070557,2412.197754,2608.267090,2608.267090,36075832186
2021-06-10,2611.142578,2619.957764,2435.401611,2471.518555,2471.518555,28753626390
2021-06-11,2472.858887,2495.414795,2326.869629,2353.768799,2353.768799,24832564195
2021-06-12,2354.752197,2447.227783,2265.758057,2372.484375,2372.484375,25724364410
2021-06-13,2372.690186,2547.367920,2312.640137,2508.391602,2508.391602,27092945370
2021-06-14,2508.770508,2606.432861,2469.388184,2537.891113,2537.891113,26964576331
2021-06-15,2587.762695,2639.229248,2515.153076,2610.936768,2610.936768,29005279219
2021-06-16,2544.864746,2554.628906,2354.350586,2367.663574,2367.663574,24101926180
2021-06-17,2367.306396,2457.175537,2312.301514,2372.001953,2372.001953,21871633186
2021-06-18,2374.586914,2377.195068,2147.308350,2231.733154,2231.733154,22752818388
2021-06-19,2235.159180,2278.415039,2168.885010,2178.499023,2178.499023,18765854896
2021-06-20,2171.337891,2275.382813,2049.962646,2246.364502,2246.364502,22535930423
2021-06-21,2245.317871,2259.464111,1867.185425,1888.447510,1888.447510,33745173825
2021-06-22,1886.667603,1993.159790,1707.600586,1874.950073,1874.950073,35547251725
2021-06-23,1878.625000,2043.530396,1827.571533,1989.736328,1989.736328,28408659206
2021-06-24,1968.957397,2032.339355,1887.432007,1988.456299,1988.456299,20272845769
2021-06-25,1989.215820,2017.759521,1794.400391,1813.217285,1813.217285,22774334998
2021-06-26,1810.884277,1850.179810,1719.559448,1829.239258,1829.239258,20637542361
2021-06-27,1830.996948,1979.958130,1811.245850,1978.894653,1978.894653,19885474742
2021-06-28,1981.386475,2139.805420,1963.615479,2079.657471,2079.657471,25514602841
2021-06-29,2083.448730,2242.238770,2076.240234,2160.768311,2160.768311,24815124419
2021-06-30,2164.216309,2282.989014,2090.760742,2274.547607,2274.547607,25828056268
2021-07-01,2274.397461,2274.397461,2081.081055,2113.605469,2113.605469,29061701793
2021-07-02,2109.892578,2155.596436,2021.824829,2150.040283,2150.040283,31796212554
2021-07-03,2150.834961,2237.567139,2117.590088,2226.114258,2226.114258,17433361641
2021-07-04,2226.550293,2384.286865,2190.837646,2321.724121,2321.724121,18787107473
2021-07-05,2321.922852,2321.922852,2163.041504,2198.582520,2198.582520,20103794829
2021-07-06,2197.919434,2346.294922,2197.919434,2324.679443,2324.679443,20891861314
2021-07-07,2323.208496,2403.773438,2298.026855,2315.161865,2315.161865,22398345285
2021-07-08,2317.949219,2324.006836,2089.414307,2120.026367,2120.026367,23188123689
2021-07-09,2115.573975,2185.376221,2051.066650,2146.692383,2146.692383,23029574602
2021-07-10,2146.999756,2190.124023,2081.923584,2111.403564,2111.403564,17581542471
2021-07-11,2110.875732,2172.653320,2083.803711,2139.664795,2139.664795,14705386138
2021-07-12,2140.506836,2167.710205,2011.018921,2036.721069,2036.721069,17768129077
2021-07-13,2034.098389,2040.693604,1922.577881,1940.083984,1940.083984,16621628658
2021-07-14,1941.167847,2015.107422,1869.223145,1994.331299,1994.331299,17342819679
2021-07-15,1994.712036,2037.742554,1883.272217,1911.175659,1911.175659,15688092552
2021-07-16,1916.598389,1959.696289,1853.590332,1880.382935,1880.382935,14884569147
2021-07-17,1876.881348,1917.597900,1855.590820,1898.825195,1898.825195,13364282076
2021-07-18,1900.194336,1988.336426,1883.012573,1895.552124,1895.552124,13791868728
2021-07-19,1893.053589,1916.118042,1807.909912,1817.296631,1817.296631,14157735481
2021-07-20,1819.082031,1836.998047,1722.050781,1787.510742,1787.510742,17368597636
2021-07-21,1786.276245,2025.680420,1759.023315,1990.970825,1990.970825,21253359756
2021-07-22,1994.822876,2044.116455,1954.297852,2025.202759,2025.202759,17495480331
2021-07-23,2025.105713,2129.441162,2000.436279,2124.776611,2124.776611,16200392492
2021-07-24,2123.961182,2197.649414,2107.323486,2189.218750,2189.218750,16057446601
2021-07-25,2187.145508,2194.438232,2108.829834,2191.373779,2191.373779,14566483636
2021-07-26,2191.309814,2428.817139,2177.329590,2233.366699,2233.366699,29614324233
2021-07-27,2230.197021,2316.950195,2154.731201,2298.333496,2298.333496,23067480378
2021-07-28,2302.081299,2341.777832,2250.914063,2296.545410,2296.545410,18991302378
2021-07-29,2299.011963,2396.451904,2273.404785,2380.956787,2380.956787,16313373113
2021-07-30,2382.545166,2469.704834,2322.337158,2466.961426,2466.961426,20212848934
2021-07-31,2461.575684,2551.161133,2423.816162,2536.209961,2536.209961,18001710283
2021-08-01,2530.462891,2695.429443,2520.931885,2561.852051,2561.852051,22697987055
2021-08-02,2557.774658,2665.730957,2511.375244,2610.153320,2610.153320,22162754104
2021-08-03,2609.413086,2630.314209,2449.353516,2502.349609,2502.349609,22696753413
2021-08-04,2508.544922,2764.443604,2463.469482,2724.619873,2724.619873,25038698173
2021-08-05,2725.669678,2840.430664,2540.684082,2827.328857,2827.328857,31057928075
2021-08-06,2827.503418,2944.903320,2727.792725,2890.941650,2890.941650,26528577879
2021-08-07,2891.707520,3170.229736,2868.535645,3157.238770,3157.238770,33081467129
2021-08-08,3161.232666,3184.604004,2951.747314,3013.732666,3013.732666,28433638008
2021-08-09,3012.885742,3185.701172,2900.926025,3167.856201,3167.856201,31983260936
2021-08-10,3163.050049,3228.940674,3059.229004,3141.691162,3141.691162,27605221710
2021-08-11,3142.830322,3269.209473,3122.916504,3164.245117,3164.245117,26729035052
2021-08-12,3164.175781,3236.314697,2984.166992,3043.414307,3043.414307,25403699845
2021-08-13,3049.001221,3324.671631,3037.676025,3322.211670,3322.211670,23868866254
2021-08-14,3322.762695,3329.281006,3214.519775,3265.443359,3265.443359,19860862133
2021-08-15,3266.276123,3320.084229,3117.791748,3310.504150,3310.504150,22166205051
2021-08-16,3309.422119,3333.994873,3139.778564,3156.509521,3156.509521,23080039949
2021-08-17,3149.380371,3288.812744,2996.468262,3014.845947,3014.845947,25509056745
2021-08-18,3011.963623,3124.976074,2959.028320,3020.089844,3020.089844,21539248425
2021-08-19,3019.126953,3184.435547,2963.150146,3182.702148,3182.702148,19546290360
2021-08-20,3182.162598,3298.246582,3178.103760,3286.935303,3286.935303,20885619828
2021-08-21,3286.931641,3307.351563,3209.866211,3226.083984,3226.083984,18113977628
2021-08-22,3226.227295,3272.733154,3142.007080,3242.115479,3242.115479,15983278460
2021-08-23,3241.357422,3373.384277,3235.851318,3319.257324,3319.257324,20511110509
2021-08-24,3324.855469,3358.688232,3154.121338,3172.456299,3172.456299,20131028906
2021-08-25,3174.269775,3248.727295,3086.114990,3224.915283,3224.915283,18902728235
2021-08-26,3228.747314,3249.655273,3060.228760,3100.325439,3100.325439,17405668117
2021-08-27,3096.406006,3281.840576,3064.485107,3270.600830,3270.600830,18489602004
2021-08-28,3275.104492,3284.845947,3217.403564,3244.403320,3244.403320,13709633698
2021-08-29,3246.770996,3283.235596,3158.840332,3227.002686,3227.002686,13296586731
2021-08-30,3227.192627,3346.581055,3151.444580,3224.374268,3224.374268,19306924485
2021-08-31,3227.758057,3466.992188,3195.216553,3433.732666,3433.732666,27280502987
2021-09-01,3430.762451,3836.867432,3387.408447,3834.828125,3834.828125,30070890104
2021-09-02,3825.027832,3830.711426,3726.750488,3790.989990,3790.989990,24387397330
2021-09-03,3787.486572,4022.469238,3712.678223,3940.614746,3940.614746,26207765094
2021-09-04,3937.910156,3969.448730,3837.931152,3887.828369,3887.828369,20806963328
2021-09-05,3886.331055,3979.186523,3838.487305,3952.133545,3952.133545,18371468576
2021-09-06,3951.520752,3968.426514,3868.994385,3928.379395,3928.379395,18674691198
2021-09-07,3926.527588,3945.314209,3062.222412,3426.394287,3426.394287,39131346397
2021-09-08,3425.974365,3554.764648,3224.764893,3548.818848,3548.818848,31797155840
